,Date,Long_rate,Country,Variable_long
6,2009,7.215,BG,FIGB_PA
7,2010,6.00446666666667,BG,FIGB_PA
8,2011,5.35684166666667,BG,FIGB_PA
9,2012,4.49741666666667,BG,FIGB_PA
10,2013,3.47295,BG,FIGB_PA
11,2014,3.3475,BG,FIGB_PA
12,2015,2.49060833333333,BG,FIGB_PA
13,2016,2.270575,BG,FIGB_PA
14,2017,1.60273333333333,BG,FIGB_PA
15,2018,0.892175,BG,FIGB_PA
16,2019,0.429,BG,FIGB_PA
17,2020,0.252816666666667,BG,FIGB_PA
0,2012,6.5,BF,FIGB_PA
1,2013,6.5,BF,FIGB_PA
2,2014,6.25,BF,FIGB_PA
3,2015,6,BF,FIGB_PA
0,1995,8.28083333333333,CA,FIGB_PA
1,1996,7.50333333333333,CA,FIGB_PA
2,1997,6.42416666666667,CA,FIGB_PA
3,1998,5.465,CA,FIGB_PA
4,1999,5.69083333333333,CA,FIGB_PA
5,2000,5.88583333333333,CA,FIGB_PA
6,2001,5.7825,CA,FIGB_PA
7,2002,5.66166666666667,CA,FIGB_PA
8,2003,5.27833333333333,CA,FIGB_PA
9,2004,5.08083333333333,CA,FIGB_PA
10,2005,4.38583333333333,CA,FIGB_PA
11,2006,4.29916666666667,CA,FIGB_PA
12,2007,4.335,CA,FIGB_PA
13,2008,4.04,CA,FIGB_PA
14,2009,3.89083333333333,CA,FIGB_PA
15,2010,3.6575,CA,FIGB_PA
16,2011,3.21416666666667,CA,FIGB_PA
17,2012,2.33166666666667,CA,FIGB_PA
18,2013,2.71833333333333,CA,FIGB_PA
19,2014,2.59833333333333,CA,FIGB_PA
20,2015,2.02333333333333,CA,FIGB_PA
21,2016,1.80416666666667,CA,FIGB_PA
22,2017,2.13333333333333,CA,FIGB_PA
0,2012,6.25,CI,FIGB_PA
1,2013,6.35,CI,FIGB_PA
2,2015,5.75,CI,FIGB_PA
0,1997,6.93,CY,FIGB_PA
1,1998,7.22166666666667,CY,FIGB_PA
2,1999,7.34333333333333,CY,FIGB_PA
3,2000,7.53916666666667,CY,FIGB_PA
4,2001,7.625,CY,FIGB_PA
5,2002,5.69666666666667,CY,FIGB_PA
6,2003,4.74333333333333,CY,FIGB_PA
7,2004,5.7975,CY,FIGB_PA
8,2005,5.16166666666667,CY,FIGB_PA
9,2006,4.13416666666667,CY,FIGB_PA
10,2007,4.475,CY,FIGB_PA
11,2008,4.6,CY,FIGB_PA
12,2009,4.6,CY,FIGB_PA
13,2010,4.6,CY,FIGB_PA
14,2011,5.7875,CY,FIGB_PA
15,2012,7,CY,FIGB_PA
16,2013,6.5,CY,FIGB_PA
17,2014,6,CY,FIGB_PA
18,2015,4.53666666666667,CY,FIGB_PA
19,2016,3.7725,CY,FIGB_PA
20,2017,2.62333333333333,CY,FIGB_PA
21,2018,2.1825,CY,FIGB_PA
22,2019,1.07083333333333,CY,FIGB_PA
23,2020,0.876666666666667,CY,FIGB_PA
0,2000,6.93444444444444,CZ,FIGB_PA
1,2001,6.31416666666667,CZ,FIGB_PA
2,2002,4.87666666666667,CZ,FIGB_PA
3,2003,4.11583333333333,CZ,FIGB_PA
4,2004,4.75416666666667,CZ,FIGB_PA
5,2005,3.51416666666667,CZ,FIGB_PA
6,2006,3.77833333333333,CZ,FIGB_PA
7,2007,4.28,CZ,FIGB_PA
8,2008,4.63358333333333,CZ,FIGB_PA
9,2009,4.8375,CZ,FIGB_PA
10,2010,3.88483333333333,CZ,FIGB_PA
11,2011,3.70741666666667,CZ,FIGB_PA
12,2012,2.80210129663769,CZ,FIGB_PA
13,2013,2.10952301119547,CZ,FIGB_PA
14,2014,1.57583333333333,CZ,FIGB_PA
15,2015,0.57394768921469,CZ,FIGB_PA
16,2016,0.427469041088716,CZ,FIGB_PA
17,2017,0.980641279773072,CZ,FIGB_PA
18,2018,1.98112341948439,CZ,FIGB_PA
19,2019,1.54811600860504,CZ,FIGB_PA
20,2020,1.12878590613419,CZ,FIGB_PA
0,1995,8.26916666666667,DK,FIGB_PA
1,1996,7.19416666666667,DK,FIGB_PA
2,1997,6.25416666666667,DK,FIGB_PA
3,1998,4.9375,DK,FIGB_PA
4,1999,4.91,DK,FIGB_PA
5,2000,5.64166666666667,DK,FIGB_PA
6,2001,5.07916666666667,DK,FIGB_PA
7,2002,5.05583333333333,DK,FIGB_PA
8,2003,4.30833333333333,DK,FIGB_PA
9,2004,4.305,DK,FIGB_PA
10,2005,3.40416666666667,DK,FIGB_PA
11,2006,3.81166666666667,DK,FIGB_PA
12,2007,4.28583333333333,DK,FIGB_PA
13,2008,4.28166666666667,DK,FIGB_PA
14,2009,3.5875,DK,FIGB_PA
15,2010,2.9275,DK,FIGB_PA
16,2011,2.73058333333333,DK,FIGB_PA
17,2012,1.40333333333333,DK,FIGB_PA
18,2013,1.74583333333333,DK,FIGB_PA
19,2014,1.32666666666667,DK,FIGB_PA
20,2015,0.69,DK,FIGB_PA
21,2016,0.320833333333333,DK,FIGB_PA
22,2017,0.515,DK,FIGB_PA
23,2018,0.456666666666667,DK,FIGB_PA
24,2019,-0.181666666666667,DK,FIGB_PA
25,2020,-0.358333333333333,DK,FIGB_PA
0,1995,13,ET,FIGB_PA
1,1996,13,ET,FIGB_PA
2,1997,12.82,ET,FIGB_PA
3,2003,3.05,ET,FIGB_PA
4,2004,3.91488095238095,ET,FIGB_PA
5,2005,3.97619047619048,ET,FIGB_PA
6,2006,4,ET,FIGB_PA
7,2007,4,ET,FIGB_PA
8,2008,4,ET,FIGB_PA
0,1995,8.72916666666667,U2,FIGB_PA
1,1996,7.2325,U2,FIGB_PA
2,1997,5.95833333333333,U2,FIGB_PA
3,1998,4.70333333333333,U2,FIGB_PA
4,1999,4.65515,U2,FIGB_PA
