,Date,Long_rate,Country,Variable_long,Short_rate,Variable_short
1072,2013,3.1875,SK,FIGB_PA,,
1073,2014,2.07083333333333,SK,FIGB_PA,,
1074,2015,0.885,SK,FIGB_PA,,
1075,2016,0.543333333333333,SK,FIGB_PA,,
1076,2017,1.0575,SK,FIGB_PA,,
1077,2002,8.86416666666667,SI,FIGB_PA,,
1078,2003,6.40166666666667,SI,FIGB_PA,,
1079,2004,4.68333333333333,SI,FIGB_PA,,
1080,2005,3.80666666666667,SI,FIGB_PA,,
1081,2006,3.85333333333333,SI,FIGB_PA,,
1082,2007,4.52916666666667,SI,FIGB_PA,,
1083,2008,4.60666666666667,SI,FIGB_PA,,
1084,2009,4.375,SI,FIGB_PA,,
1085,2010,3.8325,SI,FIGB_PA,,
1086,2011,4.97083333333333,SI,FIGB_PA,,
1087,2012,5.80833333333333,SI,FIGB_PA,,
1088,2013,5.81166666666667,SI,FIGB_PA,,
1089,2014,3.27,SI,FIGB_PA,,
1090,2015,1.705,SI,FIGB_PA,,
1091,2016,1.14916666666667,SI,FIGB_PA,,
1092,2017,0.993333333333333,SI,FIGB_PA,,
1093,1995,13,SB,FIGB_PA,,
1094,1996,11.5,SB,FIGB_PA,,
1095,1997,11.75,SB,FIGB_PA,,
1096,1998,12.5,SB,FIGB_PA,,
1097,1999,8.33865326553191,SB,FIGB_PA,,
1098,2000,6.95153768737588,SB,FIGB_PA,,
1099,2001,6.95153768737588,SB,FIGB_PA,,
1100,2002,6.95153768737588,SB,FIGB_PA,,
1101,2003,6.95153768737588,SB,FIGB_PA,,
1102,2004,4.98907159939229,SB,FIGB_PA,,
1103,2005,2.99353791211355,SB,FIGB_PA,,
1104,2006,3.24353791211355,SB,FIGB_PA,,
1105,2007,3.24117930403785,SB,FIGB_PA,,
1106,2008,3.24,SB,FIGB_PA,,
1107,2009,3.24,SB,FIGB_PA,,
1108,2010,3.24,SB,FIGB_PA,,
1109,2011,3.24,SB,FIGB_PA,,
1110,2012,3.24,SB,FIGB_PA,,
1111,2013,3.24,SB,FIGB_PA,,
1112,2014,3.24,SB,FIGB_PA,,
1113,2015,3.24,SB,FIGB_PA,,
1114,2016,3.24,SB,FIGB_PA,,
1115,2017,3.24,SB,FIGB_PA,,
1116,2018,3.24,SB,FIGB_PA,,
1117,2019,3.24,SB,FIGB_PA,,
1118,1995,16.1066666666667,ZA,FIGB_PA,,
1119,1996,15.4833333333333,ZA,FIGB_PA,,
1120,1997,14.6975,ZA,FIGB_PA,,
1121,1998,15.1225,ZA,FIGB_PA,,
1122,1999,14.9016666666667,ZA,FIGB_PA,,
1123,2000,13.7866666666667,ZA,FIGB_PA,,
1124,2001,11.4066666666667,ZA,FIGB_PA,,
1125,2002,11.5008333333333,ZA,FIGB_PA,,
1126,2003,9.61583333333333,ZA,FIGB_PA,,
1127,2004,9.52666666666667,ZA,FIGB_PA,,
1128,2005,8.06666666666667,ZA,FIGB_PA,,
1129,2006,7.9375,ZA,FIGB_PA,,
1130,2007,7.985,ZA,FIGB_PA,,
1131,2008,9.1,ZA,FIGB_PA,,
1132,2009,8.70333333333333,ZA,FIGB_PA,,
1133,2010,8.615,ZA,FIGB_PA,,
1134,2011,8.52,ZA,FIGB_PA,,
1135,2012,7.9,ZA,FIGB_PA,,
1136,2013,7.7225,ZA,FIGB_PA,,
1137,2014,8.25,ZA,FIGB_PA,,
1138,2015,8.16583333333333,ZA,FIGB_PA,,
1139,2016,9.02083333333333,ZA,FIGB_PA,,
1140,2017,9.06666666666667,ZA,FIGB_PA,,
1141,2018,9.13083333333333,ZA,FIGB_PA,,
1142,2019,9.0775,ZA,FIGB_PA,,
1143,2020,10.1158333333333,ZA,FIGB_PA,,
1144,1995,11.27,ES,FIGB_PA,,
1145,1996,8.73666666666667,ES,FIGB_PA,,
1146,1997,6.40166666666667,ES,FIGB_PA,,
1147,1998,4.83333333333333,ES,FIGB_PA,,
1148,1999,4.7275,ES,FIGB_PA,,
1149,2000,5.52583333333333,ES,FIGB_PA,,
1150,2001,5.11666666666667,ES,FIGB_PA,,
1151,2002,4.95916666666667,ES,FIGB_PA,,
1152,2003,4.12416666666667,ES,FIGB_PA,,
1153,2004,4.10333333333333,ES,FIGB_PA,,
1154,2005,3.3875,ES,FIGB_PA,,
1155,2006,3.785,ES,FIGB_PA,,
1156,2007,4.3075,ES,FIGB_PA,,
1157,2008,4.36666666666667,ES,FIGB_PA,,
1158,2009,3.97916666666667,ES,FIGB_PA,,
1159,2010,4.25083333333333,ES,FIGB_PA,,
1160,2011,5.44,ES,FIGB_PA,,
1161,2012,5.845,ES,FIGB_PA,,
1162,2013,4.56166666666667,ES,FIGB_PA,,
1163,2014,2.72333333333333,ES,FIGB_PA,,
1164,2015,1.73583333333333,ES,FIGB_PA,,
1165,2016,1.39333333333333,ES,FIGB_PA,,
1166,2017,1.555,ES,FIGB_PA,,
1167,2018,1.4225,ES,FIGB_PA,,
1168,2019,0.659166666666667,ES,FIGB_PA,,
1169,2020,0.375,ES,FIGB_PA,,
1170,2009,12.19,LK,FIGB_PA,,
1171,2010,9.13,LK,FIGB_PA,,
1172,2011,8.55,LK,FIGB_PA,,
1173,2012,12.0833333333333,LK,FIGB_PA,,
1174,2013,10.9683333333333,LK,FIGB_PA,,
1175,2014,8.79,LK,FIGB_PA,,
1176,2015,8.905,LK,FIGB_PA,,
1177,2016,12.0583333333333,LK,FIGB_PA,,
1178,2017,11.1504166666667,LK,FIGB_PA,,
1179,2018,10.5425,LK,FIGB_PA,,
1180,2019,10.46375,LK,FIGB_PA,,
1181,1995,10.2425,SE,FIGB_PA,,
1182,1996,8.0275,SE,FIGB_PA,,
1183,1997,6.6225,SE,FIGB_PA,,
1184,1998,4.98916666666667,SE,FIGB_PA,,
1185,1999,4.98,SE,FIGB_PA,,
1186,2000,5.3675,SE,FIGB_PA,,
1187,2001,5.1075,SE,FIGB_PA,,
1188,2002,5.30333333333333,SE,FIGB_PA,,
1189,2003,4.63833333333333,SE,FIGB_PA,,
1190,2004,4.425,SE,FIGB_PA,,
1191,2005,3.38333333333333,SE,FIGB_PA,,
1192,2006,3.705,SE,FIGB_PA,,
1193,2007,4.1675,SE,FIGB_PA,,
1194,2008,3.88833333333333,SE,FIGB_PA,,
1195,2009,3.25,SE,FIGB_PA,,
1196,2010,2.89333333333333,SE,FIGB_PA,,
1197,2011,2.60583333333333,SE,FIGB_PA,,
1198,2012,1.5925,SE,FIGB_PA,,
1199,2013,2.12083333333333,SE,FIGB_PA,,
1200,2014,1.72,SE,FIGB_PA,,
1201,2015,0.719166666666667,SE,FIGB_PA,,
1202,2016,0.54,SE,FIGB_PA,,
1203,2017,0.615833333333333,SE,FIGB_PA,,
1204,1998,3.04416666666667,CH,FIGB_PA,,
1205,1999,3.04,CH,FIGB_PA,,
1206,2000,3.92583333333333,CH,FIGB_PA,,
1207,2001,3.38333333333333,CH,FIGB_PA,,
1208,2002,3.2,CH,FIGB_PA,,
1209,2003,2.66083333333333,CH,FIGB_PA,,
1210,2004,2.74,CH,FIGB_PA,,
1211,2005,2.09583333333333,CH,FIGB_PA,,
1212,2006,2.5175,CH,FIGB_PA,,
1213,2007,2.9275,CH,FIGB_PA,,
1214,2008,2.89666666666667,CH,FIGB_PA,,
1215,2009,2.20333333333333,CH,FIGB_PA,,
1216,2010,1.63166666666667,CH,FIGB_PA,,
1217,2011,1.47166666666667,CH,FIGB_PA,,
1218,2012,0.646666666666667,CH,FIGB_PA,,
1219,2013,0.949166666666667,CH,FIGB_PA,,
1220,2014,0.6925,CH,FIGB_PA,,
1221,2015,-0.0691666666666667,CH,FIGB_PA,,
1222,2016,-0.3625,CH,FIGB_PA,,
1223,2017,-0.0725,CH,FIGB_PA,,
1224,2018,0.0325,CH,FIGB_PA,,
1225,2019,-0.49,CH,FIGB_PA,,
1226,2020,-0.525,CH,FIGB_PA,,
1227,1999,7.939143675,TH,FIGB_PA,,
1228,2000,6.58947700068424,TH,FIGB_PA,,
1229,2001,5.46491173933333,TH,FIGB_PA,,
1230,2002,4.79504319624883,TH,FIGB_PA,,
1231,2003,3.45428107314878,TH,FIGB_PA,,
1232,2004,4.86219905226039,TH,FIGB_PA,,
1233,2005,5.00166666666667,TH,FIGB_PA,,
1234,2006,5.385,TH,FIGB_PA,,
1235,2007,4.59583333333333,TH,FIGB_PA,,
1236,2008,4.5575,TH,FIGB_PA,,
1237,2009,3.905,TH,FIGB_PA,,
1238,2010,3.60416666666667,TH,FIGB_PA,,
1239,2011,3.69333333333333,TH,FIGB_PA,,
1240,2012,3.53333333333333,TH,FIGB_PA,,
1241,2013,3.79964912878788,TH,FIGB_PA,,
1242,2014,3.5725,TH,FIGB_PA,,
1243,2015,2.73416666666667,TH,FIGB_PA,,
1244,2016,2.1775,TH,FIGB_PA,,
1245,2017,2.60333333333333,TH,FIGB_PA,,
1246,2018,2.6875,TH,FIGB_PA,,
1247,2019,2.05416666666667,TH,FIGB_PA,,
1248,2020,1.33166666666667,TH,FIGB_PA,,
1249,2012,6.5,TG,FIGB_PA,,
1250,2013,6.5,TG,FIGB_PA,,
1251,2014,6.5,TG,FIGB_PA,,
1252,2015,6.375,TG,FIGB_PA,,
1253,1995,8.20028333333333,GB,FIGB_PA,6.40333333333333,FITB_3M_PA
1254,1996,7.81018333333333,GB,FIGB_PA,5.88916666666667,FITB_3M_PA
1255,1997,7.05259166666667,GB,FIGB_PA,6.62166666666667,FITB_3M_PA
1256,1998,5.55095833333333,GB,FIGB_PA,7.23416666666667,FITB_3M_PA
1257,1999,5.093525,GB,FIGB_PA,5.13593025,FITB_3M_PA
1258,2000,5.328975,GB,FIGB_PA,5.8256525,FITB_3M_PA
1259,2001,4.9295,GB,FIGB_PA,4.7875,FITB_3M_PA
1260,2002,4.89424166666667,GB,FIGB_PA,3.96260833333333,FITB_3M_PA
1261,2003,4.52659166666667,GB,FIGB_PA,3.55236083333333,FITB_3M_PA
1262,2004,4.88226666666667,GB,FIGB_PA,4.4441,FITB_3M_PA
1263,2005,4.41389166666667,GB,FIGB_PA,4.5894,FITB_3M_PA
1264,2006,4.501675,GB,FIGB_PA,4.6685,FITB_3M_PA
1265,2007,5.011275,GB,FIGB_PA,5.59654166666667,FITB_3M_PA
1266,2008,4.590725,GB,FIGB_PA,4.35016666666667,FITB_3M_PA
1267,2009,3.64751666666667,GB,FIGB_PA,0.543041666666667,FITB_3M_PA
1268,2010,3.624425,GB,FIGB_PA,0.496208333333334,FITB_3M_PA
1269,2011,3.13599166666667,GB,FIGB_PA,0.485958333333333,FITB_3M_PA
1270,2012,1.91804166666667,GB,FIGB_PA,0.311916666666667,FITB_3M_PA
1271,2013,2.38978333333333,GB,FIGB_PA,0.29975,FITB_3M_PA
1272,2014,2.56908333333333,GB,FIGB_PA,0.381458333333333,FITB_3M_PA
1273,2015,1.90103333333333,GB,FIGB_PA,0.442805555555556,FITB_3M_PA
1274,2016,1.30520833333333,GB,FIGB_PA,0.321666666666667,FITB_3M_PA
1275,2017,1.2781,GB,FIGB_PA,,
1276,2018,1.3125,GB,FIGB_PA,,
1277,2019,0.8308,GB,FIGB_PA,,
1278,2020,0.3224,GB,FIGB_PA,,
1279,1995,6.58,US,FIGB_PA,5.65333333333333,FITB_3M_PA
1280,1996,6.43833333333333,US,FIGB_PA,5.13666666666667,FITB_3M_PA
1281,1997,6.3525,US,FIGB_PA,5.1975,FITB_3M_PA
1282,1998,5.26416666666667,US,FIGB_PA,4.90083333333333,FITB_3M_PA
1283,1999,5.63666666666667,US,FIGB_PA,4.76833333333333,FITB_3M_PA
1284,2000,6.02916666666667,US,FIGB_PA,5.99845,FITB_3M_PA
1285,2001,5.0175,US,FIGB_PA,3.47681166666667,FITB_3M_PA
1286,2002,4.61083333333333,US,FIGB_PA,1.63307666666667,FITB_3M_PA
1287,2003,4.015,US,FIGB_PA,1.02120833333333,FITB_3M_PA
1288,2004,4.27416666666667,US,FIGB_PA,1.38919166666667,FITB_3M_PA
1289,2005,4.29,US,FIGB_PA,3.21279166666667,FITB_3M_PA
1290,2006,4.79166666666667,US,FIGB_PA,4.84720833333333,FITB_3M_PA
1291,2007,4.62916666666667,US,FIGB_PA,4.45216666666667,FITB_3M_PA
1292,2008,3.66666666666667,US,FIGB_PA,1.36541666666667,FITB_3M_PA
1293,2009,3.25666666666667,US,FIGB_PA,0.142583333333333,FITB_3M_PA
1294,2010,3.21416666666667,US,FIGB_PA,0.13375,FITB_3M_PA
1295,2011,2.78583333333333,US,FIGB_PA,0.051325,FITB_3M_PA
1296,2012,1.8025,US,FIGB_PA,0.0836666666666667,FITB_3M_PA
1297,2013,2.35083333333333,US,FIGB_PA,0.0535416666666667,FITB_3M_PA
1298,2014,2.54083333333333,US,FIGB_PA,0.0308333333333333,FITB_3M_PA
1299,2015,2.13583333333333,US,FIGB_PA,0.0488888888888889,FITB_3M_PA
1300,2016,1.84166666666667,US,FIGB_PA,0.318583333333333,FITB_3M_PA
1301,2017,2.33,US,FIGB_PA,0.74975,FITB_3M_PA
1302,2018,2.91,US,FIGB_PA,,
1303,2019,2.14416666666667,US,FIGB_PA,,
1304,2020,0.894166666666667,US,FIGB_PA,,
1305,1995,8,VU,FIGB_PA,,
1306,1996,8,VU,FIGB_PA,,
1307,1997,8,VU,FIGB_PA,,
1308,1998,8,VU,FIGB_PA,,
1309,1999,8.5,VU,FIGB_PA,,
1310,2000,8.5,VU,FIGB_PA,,
1311,2001,8.5,VU,FIGB_PA,,
1312,2002,8.5,VU,FIGB_PA,,
1313,2003,8.5,VU,FIGB_PA,,
1314,2004,8.5,VU,FIGB_PA,,
1315,2005,8.5,VU,FIGB_PA,,
1316,2006,8.5,VU,FIGB_PA,,
1317,2007,8.58333333333333,VU,FIGB_PA,,
1318,2008,8.5,VU,FIGB_PA,,
1319,2009,8.4475,VU,FIGB_PA,,
1320,2010,8.2375,VU,FIGB_PA,,
1321,2011,7.9125,VU,FIGB_PA,,
1322,2012,7.63916666666667,VU,FIGB_PA,,
1323,2013,7.81833333333333,VU,FIGB_PA,,
1324,2014,7.81151212121212,VU,FIGB_PA,,
1325,2015,7.80327677070707,VU,FIGB_PA,,
1326,2016,7.69681818181818,VU,FIGB_PA,,
1327,2017,7.58,VU,FIGB_PA,,
1328,2018,7.58916666666667,VU,FIGB_PA,,
1329,2019,7.59,VU,FIGB_PA,,
1330,2020,7.12,VU,FIGB_PA,,
1331,1999,31.1225,VE,FIGB_PA,,
1332,2000,21.0316666666667,VE,FIGB_PA,,
1333,2001,22.1166666666667,VE,FIGB_PA,,
1334,2002,38.5083333333333,VE,FIGB_PA,,
1335,2003,32.1525,VE,FIGB_PA,,
1336,2004,15.5682804978815,VE,FIGB_PA,,
1337,2005,12.9275,VE,FIGB_PA,,
1338,2006,7.80944444444444,VE,FIGB_PA,,
1339,2007,9.55,VE,FIGB_PA,,
1340,2008,14.47,VE,FIGB_PA,,
1341,2009,12.83875,VE,FIGB_PA,,
1342,2010,15.5283333333333,VE,FIGB_PA,,
1343,2011,17.5154166666667,VE,FIGB_PA,,
1344,2012,16.7575,VE,FIGB_PA,,
1345,2013,15.2649646825397,VE,FIGB_PA,,
1346,2014,15.1081888888889,VE,FIGB_PA,,
1347,2015,15.3866375,VE,FIGB_PA,,
1348,2016,14.8043442669875,VE,FIGB_PA,,
1349,2017,12.9466666666667,VE,FIGB_PA,,
